regime_1,regime_2,regime_3,regime_4,regime_5,regime_6
1.2186255342358549e-16,0.9998483387774493,1.4305538935888189e-11,1.2282193068818392e-4,1.93234871117035e-10,2.883908428146312e-5
2.002023249873771e-13,0.9918562776785143,1.3666330187160991e-8,0.004421898500118508,2.1419678782777895e-7,0.0037215959580494764
6.976555354590646e-17,0.9998254211122307,9.052237453209134e-12,1.5006022429048086e-4,1.1869581762782313e-10,2.451853568014382e-5
8.899933951875895e-17,0.9998844179800295,1.1039944743035429e-11,8.953785191400925e-5,1.4687531660265063e-10,2.6044010154101775e-5
1.1271754326934814e-16,0.9998788936157588,1.3382820415997991e-11,9.2903244761062e-5,1.8040823268353123e-10,2.820294568625723e-5
1.5712651698526078e-16,0.9998692408487687,1.7544771862185034e-11,9.922371839302636e-5,2.412183282803139e-10,3.1535174084451406e-5
1.392530031436389e-16,0.999872603940893,1.5903532389831086e-11,9.70930415558467e-5,2.1712865957178285e-10,3.030278456899147e-5
5.845500891388974e-17,0.9998952778567728,7.842455065224383e-12,8.204573392428303e-5,1.0176938616160604e-10,2.2676299746964626e-5
8.333244089370558e-17,0.9998867432104697,1.0470160446333213e-11,8.771268562200182e-5,1.386951919430796e-10,2.5543954765113605e-5
8.009803690228112e-17,0.9998875987428555,1.0139531496691592e-11,8.71807155518493e-5,1.3402629294985448e-10,2.5220397403490577e-5
7.920157754108426e-17,0.999887829628813,1.004858525191144e-11,8.703290635932307e-5,1.327589187228523e-10,2.5137322066747386e-5
8.056014394337608e-17,0.9998873443850181,1.018968331521045e-11,8.736313974784635e-5,1.3471326810870618e-10,2.5292330376174285e-5
1.118622592531453e-16,0.9998785841296964,1.3315987996472779e-11,9.317468731609244e-5,1.7951531044767414e-10,2.8240990172274862e-5
8.155293543211817e-17,0.999886818823202,1.0294835024337172e-11,8.776199634849007e-5,1.3623344514732322e-10,2.5419033939810735e-5
3.467317389765997e-12,0.9998638314179192,1.523579352682486e-7,0.008505626862782988,2.3197826876500205e-6,2.0328801173189026e-6
7.294003597962284e-17,0.9997575812192322,9.40341747792159e-12,2.1612278988030533e-4,1.2364533638414578e-10,2.629585778966674e-5
1.811138888661375e-5,7.580420797324732e-4,0.006343550969146079,0.006894665620595774,0.12233344553676992,0.8712805632968555
7.37627166747631e-8,2.293458021743104e-8,0.0063470410485421385,5.532031042913651e-4,0.12244389726777273,0.87131878840095
1.847415475287319e-4,6.5046369127701e-6,0.007446579742113209,0.004012859756415914,0.7341559227547574,0.2616698845272647
6.389560405458035e-6,1.1044353475134838e-5,0.009266628253264384,0.003657939374201229,0.9466899035806046,0.050873993499855025
1.5085495734249673e-5,3.000105494150181e-6,0.009080292462250863,0.0025393664706317874,0.949444762748977,0.04655588212591819
1.5827176469756005e-4,1.0552501604973798e-6,0.006766052390223637,0.002099042666927384,0.8763121465473586,0.11388858429510239
6.504005443155825e-5,1.6906072199564533e-6,0.008294871810321437,0.008614477565890809,0.8035337855994636,0.18512782481767243
6.722541244187813e-6,4.96765205537737e-5,0.00213369554287339,0.01483723095396406,0.7385999010407734,0.24796056373939437
8.556511840995554e-6,1.4820502681871785e-5,0.007806999908227886,0.009351111979704868,0.7866150400183163,0.2002778782452785
2.701485250970668e-4,8.984614495216756e-7,0.007130035972809166,0.006278670832390236,0.8102835681072327,0.17893305812748095
3.854013934509583e-5,6.268107416976463e-6,0.0068557004807045414,0.008461803485554061,0.8222914483449445,0.16697079104128634
3.3615520875960953e-6,6.124115925553647e-5,0.006458213281310767,0.007718393950498034,0.881362138659848,0.11133816626422068
1.1066571787033685e-4,1.523370530317163e-6,0.013688019789976077,0.004371183501750467,0.9352797455264567,0.0510439068111084
2.833971491638422e-4,6.898181022768119e-7,0.014006154546856782,0.006236217464031265,0.8821695262134709,0.04994676196350925
1.795301762053065e-5,1.627267758074477e-5,0.007323683898033712,0.27497245825748284,0.5255353906756992,0.18559242517511101
2.0933817371521917e-8,0.0010685884243693585,1.473477084430979e-4,0.6556592365993048,0.06461726324356751,0.2796891974259944
9.629493988359368e-8,4.2458027034520956e-5,3.629933452512135e-4,0.6145596963752079,0.16545597694572933,0.21985672641363965
8.718119547602771e-6,1.831231145701721e-5,0.008432358285780367,0.20206859233847366,0.5389788640453642,0.24986040216390543
1.917391316530953e-5,1.2952679674553718e-5,0.023400863709079876,0.05093258313529844,0.6442755674110044,0.2813909403333839
2.443387438025634e-4,8.888789025283448e-7,0.032751966787102474,0.007706694809504618,0.825899983412047,0.1380334281460726
1.3888139628146439e-5,7.88644833838029e-6,0.02789705209513757,0.002911116231711541,0.9180373554214645,0.05115443144515979
2.0081985786163067e-4,6.424591934957199e-7,0.07070468490031102,0.011850000487051844,0.8578606696622626,0.059383182633246434
